Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"I.U.C.N., 1110 Morges, Switzerland.",,10.1017/S0376892900004707,http://dx.doi.org/10.1017/S0376892900004707,"International Meeting on the Use of Ecological Guidelines for Development in the American Humid Tropics, held at Caracas, Venezuela, 20–22 February 1974",Gerardo Budowski,1974,Environmental Conservation,"aff1 /// I.U.C.N. ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"I.U.C.N., 1110 Morges, Switzerland.",,10.1017/S0376892900025376,http://dx.doi.org/10.1017/S0376892900025376,International Union for Conservation of Nature and Natural Resources (IUCN): A Dynamic Strategy,Duncan Poore,1977,Environmental Conservation,"aff1 /// I.U.C.N. ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"Niedergampelstrasse, 3945 Gampel, Switzerland",,10.1017/S0308210500020850,http://dx.doi.org/10.1017/S0308210500020850,The existence of infinitely many bifurcating branches,Hans-Jörg Ruppen,1985,Proceedings of the Royal Society of Edinburgh: Section A Mathematics,"aff1 /// Niedergampelstrasse ///  /// ,  /// 3945 Gampel ///  /// ,  /// Switzerland /// "
"Psychiatrische Universitätsklinik, Zürich, Switzerland",University of Zurich,10.1017/S0033291700052090,http://dx.doi.org/10.1017/S0033291700052090,Ego-psychopathology: the concept and its empirical evaluation,Christian Scharfetter,1981,Psychological Medicine,"aff1 /// Psychiatrische Universitätsklinik ///  /// ,  /// Zürich ///  /// ,  /// Switzerland /// "
"University of Lausanne, Switzerland",University of Lausanne,10.1017/S0515036100004761,http://dx.doi.org/10.1017/S0515036100004761,The Ruin Problem with a Finite Time Horizon,Marc-Henri Amsler,1984,ASTIN Bulletin,"aff1 /// University of Lausanne ///  /// ,  /// Switzerland /// "
"University of Berne, Switzerland",University of Bern,10.1017/S0268416000001247,http://dx.doi.org/10.1017/S0268416000001247,,A. Balthasar,1991,Continuity and Change,"aff1 /// University of Berne ///  /// ,  /// Switzerland /// "
"University of Basel, Switzerland.",University of Basel,10.1017/S0016756800183438,http://dx.doi.org/10.1017/S0016756800183438,II.—On ,Rudolf Burckhardt,1900,Geological Magazine,"aff1 /// University of Basel ///  /// ,  /// Switzerland ///  /// ."
"University of Basel, Switzerland.",University of Basel,10.1017/S0016756800183529,http://dx.doi.org/10.1017/S0016756800183529,I.—On ,Rudolf Burckhardt,1900,Geological Magazine,"aff1 /// University of Basel ///  /// ,  /// Switzerland ///  /// ."
"Aiglon College, Chesières, Switzerland",,10.1017/S0018246X00025140,http://dx.doi.org/10.1017/S0018246X00025140,Thomas Babington Macaulay and Frederick the Great,Timothy C. F. Stunt,1980,The Historical Journal,"aff1 /// Aiglon College ///  /// ,  /// Chesières ///  /// ,  /// Switzerland /// "
"University of Bern, Switzerland",University of Bern,10.1017/S1358246110000044,http://dx.doi.org/10.1017/S1358246110000044,It Must be True – But How Can it Be? Some Remarks on Panpsychism and Mental Composition,Pierfrancesco Basile,2010,Royal Institute of Philosophy Supplement,"aff1 /// University of Bern ///  /// ,  /// Switzerland /// "
"Undersecretary General, Geneva, Switzerland",,10.1017/S1049023X00032441,http://dx.doi.org/10.1017/S1049023X00032441,The League of Red Cross and Red Crescent Societies (LRCS),Andrei K. Kisselev,1985,Prehospital and Disaster Medicine,"aff1 /// Undersecretary General, Geneva ///  /// ,  /// Switzerland /// "
"‘casa Corallo’, Breganzona, Switzerland",,10.1017/S0080455X00001843,http://dx.doi.org/10.1017/S0080455X00001843,27.—Historical Development of Diving and its Contribution to Marine Science and Research.,Hermann Heberlein,1972,Proceedings of the Royal Society of Edinburgh. Section B. Biology,"aff1 /// ‘casa Corallo’ ///  /// ,  /// Breganzona ///  /// ,  /// Switzerland /// "
"Oberwangen near Berne, Switzerland",,10.1079/WPS19460025,http://dx.doi.org/10.1079/WPS19460025,The Poultry Industry in Switzerland,Harald Ebbell,1946,World's Poultry Science Journal,"aff1 /// Oberwangen near Berne ///  /// ,  /// Switzerland /// "
"University of Bern, Switzerland",University of Bern,10.1017/S095679330000162X,http://dx.doi.org/10.1017/S095679330000162X,,Simon Geissbühler,1998,Rural History,"aff1 /// University of Bern ///  /// ,  /// Switzerland /// "
"Université de Neuchâtel, Switzerland",,10.1017/S0009840X05000892,http://dx.doi.org/10.1017/S0009840X05000892,,JEAN-JACQUES AUBERT,2006,The Classical Review,"aff1 /// Université de Neuchâtel ///  /// ,  /// Switzerland /// "
"Developing Countries, Basel, Switzerland",,10.1017/S0963180100004424,http://dx.doi.org/10.1017/S0963180100004424,,Klaus M. Leisinger,1993,Cambridge Quarterly of Healthcare Ethics,"aff1 /// Developing Countries ///  /// ,  /// Basel ///  /// ,  /// Switzerland /// "
"I.U.C.N., 1110 Morges, Switzerland.",,10.1017/S0376892900001156,http://dx.doi.org/10.1017/S0376892900001156,"First International Congress of Ecology, held in the Netherlands Congress Centre, The Hague, Netherlands, 8–14 September 1974",Raymond F. Dasmann,1975,Environmental Conservation,"aff1 /// I.U.C.N. ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"Universität Zurich, Zurich, Switzerland",University of Zurich,10.2307/2272463,http://dx.doi.org/10.2307/2272463,Generalized prime models,Robert Fittler,1971,The Journal of Symbolic Logic,"aff1 /// Universität Zurich ///  /// ,  /// Zurich ///  /// ,  /// Switzerland /// "
"University of Vienna, Switzerland",,10.1017/S0165115300013516,http://dx.doi.org/10.1017/S0165115300013516,,Arno Sonderegger,2006,Itinerario,"aff1 /// University of Vienna ///  /// ,  /// Switzerland /// "
"Baptist Theological SeminaryRüschlikon, Switzerland",,10.2307/3166634,http://dx.doi.org/10.2307/3166634,,H. Wayne Pipkin,1988,Church History: Studies in Christianity and Culture,"aff1 /// Baptist Theological Seminary ///  /// Rüschlikon ///  /// ,  /// Switzerland /// "
"Lutheran World FederationGeneva, Switzerland",,10.2307/3164605,http://dx.doi.org/10.2307/3164605,,Theodore Bachmann,1976,Church History: Studies in Christianity and Culture,"aff1 /// Lutheran World Federation ///  /// Geneva ///  /// ,  /// Switzerland /// "
"rue Collet 5, 1800 Vevey, Switzerland",,10.1017/S0362502800003679,http://dx.doi.org/10.1017/S0362502800003679,Some Observations on the Composition of the “Core Chapters” of the ),Erik W. Maeder,1992,Early China,"aff1 /// rue Collet 5 ///  /// ,  /// 1800 Vevey ///  /// ,  /// Switzerland /// "
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900018257,http://dx.doi.org/10.1017/S0376892900018257,Seychelles Asked to Continue Marine Turtle Protection,Peter F. R. Jackson,1976,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"Natural History Museum, Augustinergasse, Basel, Switzerland.",,10.1017/S0016756800060696,http://dx.doi.org/10.1017/S0016756800060696,"Tertiary of Barbados, W. I.",H. G. Kugler,1961,Geological Magazine,"aff1 /// Natural History Museum ///  /// ,  /// Augustinergasse ///  /// ,  /// Basel ///  /// ,  /// Switzerland ///  /// ."
"Avenue Appia, 1211 Geneva 27, Switzerland.",,10.1017/S0376892900019925,http://dx.doi.org/10.1017/S0376892900019925,The Age of Ageing,"Division of Public Information, World Health Organization",1982,Environmental Conservation,"aff1 /// Avenue Appia ///  /// ,  /// 1211 Geneva 27 ///  /// ,  /// Switzerland ///  /// ."
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900017914,http://dx.doi.org/10.1017/S0376892900017914,"IUCN 12th General Assembly and 13th Technical Meeting, held in Kinshasa, Zaire, 7–19 September 1975",Peter F. R. Jackson,1976,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"Haut Verger, 1171 Bougy-Villars, Switzerland.",,10.1017/S037689290001331X,http://dx.doi.org/10.1017/S037689290001331X,,Peter F. R. Jackson,1983,Environmental Conservation,"aff1 /// Haut Verger ///  /// ,  /// 1171 Bougy-Villars ///  /// ,  /// Switzerland ///  /// ."
"Tägernstrasse 20, 8127 Forch/Scheuren, Switzerland.",,10.1017/S0376892900030186,http://dx.doi.org/10.1017/S0376892900030186,Guest Comment: The Need for Environmental Impact Assessment Before Financing,Antony L.T. McCammon,1992,Environmental Conservation,"aff1 /// Tägernstrasse 20 ///  /// ,  /// 8127 Forch/Scheuren ///  /// ,  /// Switzerland ///  /// ."
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900005932,http://dx.doi.org/10.1017/S0376892900005932,Concern for Thailand's Khao Yai National Park,Peter F. R. Jackson,1978,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"CITES Secretariat, IUCN, 1110 Morges, Switzerland",,10.1017/S0376892900002782,http://dx.doi.org/10.1017/S0376892900002782,"Conference of Parties to the ‘Washington’ Convention on International Trade in Endangered Species, held in San José, Costa Rica, 19–30 March 1979",Peter Sand,1979,Environmental Conservation,"aff1 /// CITES Secretariat,  /// IUCN ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland /// "
"Paul Scherrer Institut, Villigen, Switzerland",,10.1154/1.2951841,http://dx.doi.org/10.1154/1.2951841,S52 Smaller is Stronger: In-Situ Laue Diffraction,R. Maaß /// J. Zimmermann /// S. Van Petegem /// H. Van Swygenhoven,2008,Powder Diffraction,"aff1 /// Paul Scherrer Institut, Villigen, Switzerland /// "
"University of Zurich, Zurich, Switzerland",University of Zurich,10.1017/S1744137409990166,http://dx.doi.org/10.1017/S1744137409990166,Superb Posner – but can we go further?,BRUNO S. FREY,2010,Journal of Institutional Economics,"aff001 /// University of Zurich ///  /// ,  /// Zurich ///  /// ,  /// Switzerland /// "
"ABB Corporate Communications Ltd., Baden, Switzerland",,10.1017/S026988890000669X,http://dx.doi.org/10.1017/S026988890000669X,,Eckert Walter,1994,The Knowledge Engineering Review,"aff1 /// ABB Corporate Communications Ltd. ///  /// ,  /// Baden ///  /// ,  /// Switzerland /// "
"École Polytechnique Fédérale de Lausanne, Switzerland",EPFL,10.1017/S1431927610060630,http://dx.doi.org/10.1017/S1431927610060630,Cathodoluminescence Mapping of Cherenkov-Radiation Generated Bloch-Modes in Planar Photonic Crystals by Fast Electrons,D Alexander /// N Le Thomas /// S Schneider /// R Houdré /// M Cantoni /// C Hébert,2010,Microscopy and Microanalysis,"aff001 /// École Polytechnique Fédérale de Lausanne ///  /// ,  /// Switzerland /// "
"Mathematik, Eth-Zentrum, Zürich, Switzerland",ETH Zurich,10.2307/2273906,http://dx.doi.org/10.2307/2273906,A boundedness theorem in (),Gerhard Jäger,1986,The Journal of Symbolic Logic,"aff1 /// Mathematik ///  /// ,  /// Eth-Zentrum ///  /// ,  /// Zürich ///  /// ,  /// Switzerland /// "
"University Children's Hospital, Basel, Switzerland",University of Basel,10.1086/502508,http://dx.doi.org/10.1086/502508,Influenza Vaccination Among Healthcare Workers in a University Children's Hospital,Terhi Tapiainen /// Gurli Bär /// Urs B. Schaad /// Ulrich Heininger,2005,Infection Control,"aff1 /// University Children's Hospital ///  /// ,  /// Basel ///  /// ,  /// Switzerland /// "
"Ovomaltine Eierfarm, Oberwanger b. Bern, Switzerland",,10.1079/WPS19490029,http://dx.doi.org/10.1079/WPS19490029,Sex Proportion in Legbar Day-Old Chicks,Harald Ebbell,1949,World's Poultry Science Journal,"aff1 /// Ovomaltine Eierfarm ///  /// ,  /// Oberwanger b. Bern ///  /// ,  /// Switzerland /// "
"CH 6646 Contra (TI), Switzerland",,10.1017/S0140525X00080778,http://dx.doi.org/10.1017/S0140525X00080778,Physics of brain-mind interaction,John C. Eccles,1990,Behavioral and Brain Sciences,"aff1 /// CH 6646 Contra (TI) ///  /// ,  /// Switzerland /// "
"Lutheran World Federation, Geneva, Switzerland",,10.2307/3164433,http://dx.doi.org/10.2307/3164433,,E. Theodore Bachmann,1973,Church History: Studies in Christianity and Culture,"aff1 /// Lutheran World Federation ///  /// ,  /// Geneva ///  /// ,  /// Switzerland /// "
"Historisches Institut der Universität Bern, Switzerland",University of Bern,10.1017/S0268416000000655,http://dx.doi.org/10.1017/S0268416000000655,,A. Balthasar,1987,Continuity and Change,"aff1 /// Historisches Institut der Universität Bern ///  /// ,  /// Switzerland /// "
"Merianweg 28, CH-3400 Burgdorf, Switzerland.",,10.1017/S0376892900022694,http://dx.doi.org/10.1017/S0376892900022694,A Tiny Paradise of Nature,Jeanette Dür-Lindt,1991,Environmental Conservation,"aff1 /// Merianweg 28 ///  /// ,  /// CH-3400 Burgdorf ///  /// ,  /// Switzerland ///  /// ."
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900006251,http://dx.doi.org/10.1017/S0376892900006251,White House Scientific Adviser Joins World Wildlife Fund,Peter F. R. Jackson,1978,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900000746,http://dx.doi.org/10.1017/S0376892900000746,World Wildlife Fund Advances,Peter F.R. Jackson,1975,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"United Nations Children's Fund, Geneva, Switzerland",,10.1017/S1049023X00047889,http://dx.doi.org/10.1017/S1049023X00047889,116 Impact of Armed Conflicts on Children,F Bassani,1993,Prehospital and Disaster Medicine,"aff1 /// United Nations Children's Fund ///  /// ,  /// Geneva ///  /// ,  /// Switzerland /// "
"(Dunantstr. 1, CH-8044 Zürich, Switzerland)",,10.1017/S0028688500020853,http://dx.doi.org/10.1017/S0028688500020853,Der Prozess Der Relecture in Der Johanneischen Literatur,Jean Zumstein,1996,New Testament Studies,"aff1 /// ( /// Dunantstr. 1 ///  /// ,  /// CH-8044 Zürich ///  /// ,  /// Switzerland ///  /// )"
"(Pfarrhaus, CH-3673 Linden BE, Switzerland)",,10.1017/S0028688500021627,http://dx.doi.org/10.1017/S0028688500021627,‘Setzen’ – ‘Wandeln’ – im Epheserbrief,Beat Weber,1995,New Testament Studies,"aff1 /// ( /// Pfarrhaus ///  /// ,  /// CH-3673 Linden BE ///  /// ,  /// Switzerland ///  /// )"
"Geneva Observatory, CH-1290 Sauverny, Switzerland",,10.1017/S1743921309030671,http://dx.doi.org/10.1017/S1743921309030671,The basic role of magnetic fields in stellar evolution,André Maeder /// Georges Meynet /// Cyril Georgy /// Sylvia Ekström,2008,Proceedings of the International Astronomical Union,"aff001 /// Geneva Observatory ///  /// ,  /// CH-1290 Sauverny ///  /// ,  /// Switzerland /// "
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900005245,http://dx.doi.org/10.1017/S0376892900005245,Fears for Scimitar-horned Oryx,Peter F. R. Jackson,1978,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"World Wildlife Fund, 1110 Morges, Switzerland.",,10.1017/S0376892900018622,http://dx.doi.org/10.1017/S0376892900018622,International Polar Bear Agreement,Peter F. R. Jackson,1976,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland ///  /// ."
"World Wildlife Fund, 1110 Morges, Switzerland",,10.1017/S037689290001897X,http://dx.doi.org/10.1017/S037689290001897X,A Major Elephant Conservation Project Launched,Peter F. R. Jackson,1976,Environmental Conservation,"aff1 /// World Wildlife Fund ///  /// ,  /// 1110 Morges ///  /// ,  /// Switzerland /// "
"Flurystrasse 12, Ch–8620, Wetzikon, Switzerland",,10.1017/S0269727000007661,http://dx.doi.org/10.1017/S0269727000007661, Boiss. – another  species with two loose bud scales?,W. Büchler,1992,Proceedings of the Royal Society of Edinburgh. Section B. Biological Sciences,"aff1 /// Flurystrasse 12 ///  /// ,  /// Ch–8620 ///  /// ,  /// Wetzikon ///  /// ,  /// Switzerland /// "
"World Health Organization, Geneva, Switzerland",,10.1017/S0033291700032797,http://dx.doi.org/10.1017/S0033291700032797,The International Pilot Study of Schizophrenia: five-year follow-up findings,J. Leff /// N. Sartorius /// A. Jablensky /// A. Korten /// G. Ernberg,1992,Psychological Medicine,"aff1 /// World Health Organization ///  /// ,  /// Geneva ///  /// ,  /// Switzerland /// "
"Psychiatric University Clinic, Bern, Switzerland",University of Bern,10.1017/S0033291700010400,http://dx.doi.org/10.1017/S0033291700010400,Completed suicide and criminality: lack of a direct relationship,Jiri Modestin /// Pierre-Alain Emmenegger,1986,Psychological Medicine,"aff1 /// Psychiatric University Clinic ///  /// ,  /// Bern ///  /// ,  /// Switzerland /// "
"Mathematik, ETH Zentrum, 8092 Zürich, Switzerland",ETH Zurich,10.2307/2586479,http://dx.doi.org/10.2307/2586479,Countable filters on ω,Otmar Spinas,1999,The Journal of Symbolic Logic,"aff1 /// Mathematik ///  /// ,  /// ETH Zentrum ///  /// ,  /// 8092 Zürich ///  /// ,  /// Switzerland /// "
"Zoological Department, University of Neuchâtel (Switzerland).",,10.1017/S0022149X00003047,http://dx.doi.org/10.1017/S0022149X00003047,On a new Cestode parasite of an East African Rock Rabbit ( sp.),Jean G. Baer,1924,Journal of Helminthology,"aff1 /// Zoological Department ///  /// ,  /// University of Neuchâtel ///  ///  ( /// Switzerland ///  /// )."
"Zoological Department, University of Neuchâtel, Switzerland.",,10.1017/S0022149X00003084,http://dx.doi.org/10.1017/S0022149X00003084,On the occurrence of Nematodes in the excretory duct of a Cestode ,Jean G. Baer,1924,Journal of Helminthology,"aff1 /// Zoological Department ///  /// ,  /// University of Neuchâtel ///  /// ,  /// Switzerland ///  /// ."
