springer id,title,eissn,pissn,number of articles,minYear,maxYear,cardinality,missing years
11605,Journal of Gastrointestinal Surgery,1873-4626,1091-255X,4420,1997.0,2016.0,20,0.0
11627,In Vitro Cellular & Developmental Biology - Plant,1475-2689,1054-5476,4409,1965.0,2016.0,51,1.0
10190,Acta Endoscopica,1958-5454,0240-642X,4383,1971.0,2016.0,46,0.0
520,Supportive Care in Cancer,1433-7339,0941-4355,4366,1993.0,2016.0,24,0.0
11538,Bulletin of Mathematical Biology,1522-9602,0092-8240,4351,1939.0,2016.0,78,0.0
440,Probability Theory and Related Fields,1432-2064,0178-8051,4341,1962.0,2016.0,55,0.0
397,Rheologica Acta,1435-1528,0035-4511,4339,1958.0,2016.0,57,2.0
10789,Inorganic Materials,1608-3172,0020-1685,4291,2000.0,2016.0,17,0.0
192,International Urogynecology Journal,1433-3023,0937-3462,4281,1990.0,2016.0,27,0.0
350,Medizinrecht,1433-8629,0723-8886,4275,1998.0,2016.0,19,0.0
11504,Russian Journal of Physical Chemistry A,1531-863X,0036-0244,4264,2006.0,2016.0,11,0.0
13421,Memory & Cognition,1532-5946,0090-502X,4250,1973.0,2016.0,44,0.0
10527,Biomedical Engineering,1573-8256,0006-3398,4240,1967.0,2016.0,50,0.0
10353,Acta Chirurgica Austriaca,1682-4016,0001-544X,4235,1969.0,2016.0,48,0.0
419,Ingenieur-Archiv,1432-0681,0020-1154,4224,1929.0,2015.0,85,2.0
211,Numerische Mathematik,0945-3245,0029-599X,4222,1959.0,2016.0,58,0.0
10953,Journal of Solution Chemistry,1572-8927,0095-9782,4195,1972.0,2016.0,45,0.0
10479,Annals of Operations Research,1572-9338,0254-5330,4189,1984.0,2016.0,33,0.0
205,Archive for Rational Mechanics and Analysis,1432-0673,0003-9527,4173,1957.0,2016.0,60,0.0
254,Environmental Geology,1432-0495,0943-0105,4152,1975.0,2009.0,35,0.0
11250,Tropical Animal Health and Production,1573-7438,0049-4747,4139,1969.0,2016.0,48,0.0
422,Biological Cybernetics,1432-0770,0340-1200,4116,1961.0,2016.0,56,0.0
12034,Bulletin of Materials Science,0973-7669,0250-4707,4089,1979.0,2015.0,37,0.0
10050,The European Physical Journal A - Hadrons and Nuclei,1434-601X,1434-6001,4077,1998.0,2016.0,19,0.0
11069,Natural Hazards,1573-0840,0921-030X,4075,1988.0,2016.0,29,0.0
229,manuscripta mathematica,1432-1785,0025-2611,4062,1969.0,2016.0,48,0.0
222,Inventiones mathematicae,1432-1297,0020-9910,4059,1966.0,2016.0,51,0.0
10701,Foundations of Physics,1572-9516,0015-9018,4049,1970.0,2016.0,47,0.0
10847,Journal of Inclusion Phenomena and Macrocyclic Chemistry,1573-1111,0923-0750,4024,1983.0,2016.0,34,0.0
10531,Biodiversity and Conservation,1572-9710,0960-3115,4011,1992.0,2016.0,25,0.0
108,Der Internist,1432-1289,0020-9554,3992,1997.0,2016.0,20,0.0
120,Der Urologe,1433-0563,0340-2592,3974,1996.0,2016.0,21,0.0
40764,Il Nuovo Cimento B (1971-1996),1826-9877,,3967,1971.0,1996.0,26,0.0
10735,The Histochemical Journal,1573-6865,0018-2214,3962,1968.0,2016.0,49,0.0
11450,Physics of Atomic Nuclei,1562-692X,1063-7788,3953,2000.0,2015.0,16,0.0
10107,Mathematical Programming,1436-4646,0025-5610,3932,1971.0,2016.0,46,0.0
395,Basic Research in Cardiology,1435-1803,0300-8428,3924,1937.0,2016.0,77,3.0
276,Surgical and Radiologic Anatomy,1279-8517,0930-1038,3915,1978.0,2016.0,39,0.0
11431,Science China Technological Sciences,1862-281X,1674-7321,3914,1997.0,2016.0,20,0.0
105,Der Hautarzt,1432-1173,0017-8470,3913,1994.0,2016.0,23,0.0
11671,Nanoscale Research Letters,1556-276X,1931-7573,3909,2006.0,2016.0,11,0.0
10231,Annali di Matematica Pura ed Applicata,1618-1891,0373-3114,3875,1924.0,2016.0,93,0.0
103,Bundesgesundheitsblatt - Gesundheitsforschung - Gesundheitsschutz,1437-1588,1436-9990,3862,1997.0,2016.0,20,0.0
10815,Journal of Assisted Reproduction and Genetics,1573-7330,1058-0468,3859,1984.0,2016.0,33,0.0
11096,Pharmaceutisch Weekblad,1573-739X,0031-6911,3855,1979.0,2016.0,38,0.0
10272,Intereconomics,1613-964X,0020-5346,3848,1966.0,2016.0,51,0.0
12032,Medical Oncology,1559-131X,1357-0560,3819,1977.0,2016.0,34,6.0
10008,Journal of Solid State Electrochemistry,1433-0768,1432-8488,3806,1997.0,2016.0,20,0.0
266,Aesthetic Plastic Surgery,1432-5241,0364-216X,3803,1976.0,2016.0,40,1.0
10809,Journal of Analytical Chemistry,1608-3199,1061-9348,3794,2000.0,2016.0,17,0.0
104,Der Chirurg,1433-0385,0009-4722,3781,1996.0,2016.0,21,0.0
300,Polar Biology,1432-2056,0722-4060,3767,1982.0,2016.0,35,0.0
704,Theoretical and Applied Climatology,1434-4483,0177-798X,3753,1948.0,2016.0,69,0.0
231,Heat and Mass Transfer,1432-1181,0947-7411,3751,1968.0,2016.0,49,0.0
384,International Journal of Colorectal Disease,1432-1262,0179-1958,3744,1986.0,2016.0,31,0.0
10711,Geometriae Dedicata,1572-9168,0046-5755,3744,1972.0,2016.0,45,0.0
11120,Photosynthesis Research,1573-5079,0166-8595,3744,1980.0,2016.0,37,0.0
12039,Journal of Chemical Sciences,0973-7103,0253-4134,3734,1978.0,2016.0,39,0.0
127,Social Psychiatry and Psychiatric Epidemiology,1433-9285,0933-7954,3714,1966.0,2016.0,51,0.0
11596,Journal of Huazhong University of Science and Technology [Medical Sciences],1993-1352,1672-0733,3714,1981.0,2016.0,36,0.0
10654,European Journal of Epidemiology,1573-7284,0393-2990,3713,1985.0,2016.0,31,1.0
112,Monatsschrift Kinderheilkunde,1433-0474,0026-9298,3711,1996.0,2016.0,21,0.0
117,Der Radiologe,1432-2102,0033-832X,3701,1996.0,2016.0,21,0.0
294,Current Genetics,1432-0983,0172-8083,3699,1979.0,2016.0,38,0.0
10295,Journal of Industrial Microbiology & Biotechnology,1476-5535,1367-5435,3699,1986.0,2016.0,31,0.0
13277,Tumor Biology,1423-0380,1010-4283,3699,2010.0,2015.0,6,0.0
12385,Journal of Phase Equilibria,1054-9714,1054-9714,3677,1980.0,2003.0,24,0.0
11062,Neurophysiology,1573-9007,0090-2977,3664,1969.0,2015.0,47,0.0
335,Mammalian Genome,1432-1777,0938-8990,3637,1991.0,2016.0,26,0.0
726,Amino Acids,1438-2199,0939-4451,3620,1991.0,2016.0,26,0.0
115,Der Nervenarzt,1433-0407,0028-2804,3617,1996.0,2016.0,21,0.0
10633,Documenta Ophthalmologica,1573-2622,0012-4486,3617,1938.0,2016.0,68,11.0
12388,Proceedings of the Indian Academy of Sciences - Section B,,0370-0097,3616,1934.0,1990.0,57,0.0
12231,Economic Botany,1874-9364,0013-0001,3601,1947.0,2015.0,69,0.0
56,Fortschritte der Kieferorthopädie,1615-6714,0015-816X,3590,1931.0,2016.0,68,18.0
11204,Soil Mechanics and Foundation Engineering,1573-9279,0038-0741,3579,1964.0,2015.0,52,0.0
238,European Journal of Plastic Surgery,1435-0130,0930-343X,3573,1971.0,2016.0,46,0.0
382,Climate Dynamics,1432-0894,0930-7575,3571,1986.0,2016.0,31,0.0
11205,Social Indicators Research,1573-0921,0303-8300,3553,1974.0,2016.0,43,0.0
11954,Bulletin of the Russian Academy of Sciences: Physics,1934-9432,1062-8738,3521,2007.0,2016.0,10,0.0
10552,Cancer Causes & Control,1573-7225,0957-5243,3512,1990.0,2016.0,27,0.0
11005,Letters in Mathematical Physics,1573-0530,0377-9017,3511,1975.0,2016.0,42,0.0
10569,Celestial Mechanics and Dynamical Astronomy,1572-9478,0923-2958,3487,1969.0,2016.0,48,0.0
445,Bulletin of Volcanology,1432-0819,0258-8900,3473,1926.0,2016.0,70,21.0
374,Biology and Fertility of Soils,1432-0789,0178-2762,3466,1985.0,2016.0,32,0.0
10508,Archives of Sexual Behavior,1573-2800,0004-0002,3459,1971.0,2016.0,46,0.0
10528,Biochemical Genetics,1573-4927,0006-2928,3433,1967.0,2016.0,50,0.0
11136,Quality of Life Research,1573-2649,0962-9343,3427,1992.0,2016.0,25,0.0
11164,Research on Chemical Intermediates,1568-5675,0922-6168,3395,1973.0,2016.0,38,6.0
347,Der Ophthalmologe,1433-0423,0941-293X,3359,1996.0,2016.0,21,0.0
542,Microsystem Technologies,1432-1858,0946-7076,3351,1994.0,2016.0,23,0.0
233,Semigroup Forum,1432-2137,0037-1912,3335,1970.0,2016.0,47,0.0
11425,Science in China Series A: Mathematics,1862-2763,1006-9283,3329,1997.0,2016.0,20,0.0
11471,Doklady Earth Sciences,1531-8354,1028-334X,3325,2006.0,2016.0,11,0.0
101,Der Anaesthesist,1432-055X,0003-2417,3313,1994.0,2016.0,23,0.0
10625,Differential Equations,1608-3083,0012-2661,3296,2000.0,2016.0,17,0.0
248,Microbial Ecology,1432-184X,0095-3628,3291,1974.0,2016.0,42,1.0
11336,Psychometrika,1860-0980,0033-3123,3288,1936.0,2015.0,80,0.0
12364,The American Journal of Digestive Diseases,1573-2568,0002-9211,3287,1934.0,1955.0,22,0.0
11012,Meccanica,1572-9648,0025-6455,3271,1966.0,2016.0,51,0.0
13634,EURASIP Journal on Advances in Signal Processing,1687-6180,,3263,2001.0,2016.0,16,0.0
12045,Resonance,0973-712X,0971-8044,3257,1996.0,2016.0,21,0.0
12185,International Journal of Hematology,1865-3774,0925-5710,3252,2001.0,2016.0,16,0.0
10511,Astrophysics,1573-8191,0571-7256,3247,1965.0,2015.0,50,1.0
11175,Russian Journal of Electrochemistry,1608-3342,1023-1935,3234,2000.0,2016.0,17,0.0
10597,Community Mental Health Journal,1573-2789,0010-3853,3222,1965.0,2016.0,52,0.0
113,Der Unfallchirurg,1433-044X,0177-5537,3212,1996.0,2016.0,21,0.0
11430,Science in China Series D: Earth Sciences,1862-2801,1006-9313,3210,1997.0,2016.0,20,0.0
12498,TBV – Tijdschrift voor Bedrijfs- en Verzekeringsgeneeskunde,1876-5858,0929-600X,3182,1993.0,2016.0,24,0.0
11159,International Review of Education,1573-0638,0020-8566,3173,1955.0,2015.0,61,0.0
10688,Functional Analysis and Its Applications,1573-8485,0016-2663,3171,1967.0,2015.0,49,0.0
10722,Genetic Resources and Crop Evolution,1573-5109,0925-9864,3148,1953.0,2016.0,62,2.0
11426,Science China Chemistry,1862-2771,1674-7291,3147,1997.0,2016.0,20,0.0
392,Zeitschrift für Kardiologie,1861-0692,0300-5860,3141,1997.0,2016.0,20,0.0
10543,BIT Numerical Mathematics,1572-9125,0006-3835,3129,1961.0,2015.0,55,0.0
10526,Entomophaga,1573-8248,0013-8959,3123,1956.0,2016.0,61,0.0
106,HNO,1433-0458,0017-6192,3117,1996.0,2016.0,21,0.0
10114,"Acta Mathematica Sinica, English Series",1439-7617,1439-8516,3112,1985.0,2016.0,32,0.0
12237,Estuaries,1559-2731,0160-8347,3107,1978.0,2016.0,39,0.0
484,International Journal of Biometeorology,1432-1254,0020-7128,3106,1957.0,2016.0,60,0.0
10494,Applied Scientific Research,1573-1987,0003-6994,3094,1949.0,2016.0,67,1.0
10344,Zeitschrift für Jagdwissenschaft,1439-0574,0044-2887,3093,1955.0,2016.0,62,0.0
40042,Journal of the Korean Physical Society,1976-8524,0374-4884,3091,2012.0,2016.0,5,0.0
345,World Journal of Urology,1433-8726,0724-4983,3085,1983.0,2016.0,34,0.0
540,Journal of Anesthesia,1438-8359,0913-8668,3081,1987.0,2016.0,30,0.0
10554,The International Journal of Cardiovascular Imaging,1573-0743,1569-5794,3076,1985.0,2016.0,32,0.0
894,Journal of Molecular Modeling,0948-5023,1610-2940,3055,1995.0,2016.0,22,0.0
11502,Russian Journal of Inorganic Chemistry,1531-8613,0036-0236,3053,2006.0,2016.0,11,0.0
12020,Endocrine,1559-0100,1355-008X,3044,1995.0,2016.0,22,0.0
761,Der Onkologe,1433-0415,0947-8965,3037,1996.0,2016.0,21,0.0
129,Der Gynäkologe,1433-0393,0017-5994,3020,1996.0,2016.0,21,0.0
11177,Russian Journal of Genetics,1608-3369,1022-7954,3019,2000.0,2016.0,17,0.0
502,e&i Elektrotechnik und Informationstechnik,1613-7620,0932-383X,3015,1997.0,2015.0,19,0.0
11038,"Earth, Moon, and Planets",1573-0794,0167-9295,3013,1969.0,2015.0,46,1.0
11259,Veterinary Research Communications,1573-7446,0165-7380,3010,1977.0,2016.0,39,1.0
40264,Drug Safety,1179-1942,0114-5916,3004,1986.0,2016.0,31,0.0
10,aequationes mathematicae,1420-8903,0001-9054,3001,1968.0,2015.0,48,0.0
11242,Transport in Porous Media,1573-1634,0169-3913,2989,1986.0,2016.0,31,0.0
240,Urological Research,1434-0879,0300-5623,2980,1973.0,2016.0,44,0.0
11539,Il Nuovo Cimento A,1826-9869,0369-3546,2971,1965.0,1999.0,12,23.0
449,Bioprocess and Biosystems Engineering,1615-7605,1615-7591,2968,1986.0,2016.0,31,0.0
10470,Analog Integrated Circuits and Signal Processing,1573-1979,0925-1030,2966,1991.0,2016.0,26,0.0
11445,Crystallography Reports,1562-689X,1063-7745,2952,2000.0,2016.0,17,0.0
12350,Journal of Nuclear Cardiology,1532-6551,1071-3581,2952,1994.0,2016.0,23,0.0
10513,Automation and Remote Control,1608-3032,0005-1179,2935,2001.0,2016.0,16,0.0
249,European Biophysics Journal,1432-1017,0175-7571,2928,1974.0,2016.0,43,0.0
592,Acta Diabetologica,1432-5233,0940-5429,2909,1964.0,2016.0,53,0.0
10541,Biochemistry (Moscow),1608-3040,0006-2979,2902,2000.0,2016.0,17,0.0
10858,Journal of Biomolecular NMR,1573-5001,0925-2738,2902,1991.0,2016.0,26,0.0
11859,Wuhan University Journal of Natural Sciences,1993-4998,1007-1202,2902,1996.0,2016.0,21,0.0
712,Journal of Economics,1617-7134,0931-8658,2879,1930.0,2016.0,83,4.0
12228,Brittonia,1938-436X,0007-196X,2877,1931.0,2015.0,75,10.0
10463,Annals of the Institute of Statistical Mathematics,1572-9052,0020-3157,2876,1949.0,2016.0,67,1.0
10734,Higher Education,1573-174X,0018-1560,2870,1972.0,2016.0,45,0.0
11225,Studia Logica,1572-8730,0039-3215,2864,1953.0,2016.0,62,2.0
10725,Plant Growth Regulation,1573-5087,0167-6903,2863,1982.0,2016.0,34,1.0
11626,In Vitro Cellular & Developmental Biology - Animal,1543-706X,1071-2690,2853,1991.0,2016.0,26,0.0
466,Computational Mechanics,1432-0924,0178-7675,2852,1986.0,2016.0,31,0.0
11433,"Science China Physics, Mechanics and Astronomy",1869-1927,1674-7348,2837,2003.0,2016.0,14,0.0
68,Unfallchirurgie,1615-3146,0340-2649,2834,1975.0,2016.0,42,0.0
10811,Journal of Applied Phycology,1573-5176,0921-8971,2834,1989.0,2016.0,28,0.0
10010,Forschung auf dem Gebiet des Ingenieurwesens A,1434-0860,0015-7899,2825,1930.0,2015.0,81,5.0
11244,Topics in Catalysis,1572-9028,1022-5528,2824,1994.0,2016.0,23,0.0
10705,Nutrient Cycling in Agroecosystems,1573-0867,1385-1314,2823,1980.0,2016.0,37,0.0
11528,TechTrends,1559-7075,8756-3894,2822,1985.0,2016.0,32,0.0
132,Der Orthopäde,1433-0431,0085-4530,2813,1996.0,2016.0,21,0.0
40261,Clinical Drug Investigation,1179-1918,1173-2563,2810,1989.0,2016.0,28,0.0
394,European Journal of Nutrition,1436-6215,1436-6207,2797,1960.0,2016.0,57,0.0
12038,Journal of Biosciences,0973-7138,0250-5991,2786,1979.0,2015.0,37,0.0
40273,PharmacoEconomics,1179-2027,1170-7690,2786,1992.0,2016.0,25,0.0
590,European Journal of Orthopaedic Surgery & Traumatology,1432-1068,1633-8065,2782,1991.0,2016.0,26,0.0
360,Journal of Comparative Physiology B,1432-136X,0174-1578,2781,1984.0,2016.0,33,0.0
40623,"Earth, Planets and Space",1880-5981,1343-8832,2779,1998.0,2016.0,19,0.0
11004,Mathematical Geology,1573-8868,0882-8121,2774,1969.0,2016.0,48,0.0
11269,Water Resources Management,1573-1650,0920-4741,2762,1987.0,2016.0,30,0.0
12041,Journal of Genetics,0973-7731,0022-1333,2762,1910.0,2015.0,95,11.0
269,Physics and Chemistry of Minerals,1432-2021,0342-1791,2758,1977.0,2016.0,40,0.0
607,Computing,1436-5057,0010-485X,2758,1966.0,2016.0,51,0.0
11423,Educational Technology Research and Development,1556-6501,1042-1629,2752,1953.0,2016.0,64,0.0
703,Meteorology and Atmospheric Physics,1436-5065,0177-7971,2751,1948.0,2016.0,69,0.0
10875,Journal of Clinical Immunology,1573-2592,0271-9142,2751,1981.0,2016.0,36,0.0
11200,Studia Geophysica et Geodaetica,1573-1626,0039-3169,2751,1957.0,2016.0,60,0.0
126,Mineralium Deposita,1432-1866,0026-4598,2743,1966.0,2016.0,51,0.0
11748,The Japanese Journal of Thoracic and Cardiovascular Surgery,1863-6713,1344-4964,2729,1998.0,2016.0,19,0.0
11130,Plant Foods for Human Nutrition,1573-9104,0921-9668,2724,1952.0,2015.0,63,1.0
11738,Acta Physiologiae Plantarum,1861-1664,0137-5881,2710,1997.0,2016.0,20,0.0
10964,Journal of Youth and Adolescence,1573-6601,0047-2891,2708,1972.0,2016.0,45,0.0
186,Zeitschrift für Operations Research,1432-5217,0340-9422,2697,1956.0,2015.0,59,1.0
11042,Multimedia Tools and Applications,1573-7721,1380-7501,2694,1995.0,2016.0,22,0.0
13423,Psychonomic Bulletin & Review,1531-5320,1069-9384,2693,1994.0,2016.0,23,0.0
10916,Journal of Medical Systems,1573-689X,0148-5598,2690,1977.0,2016.0,40,0.0
40,Insectes Sociaux,1420-9098,0020-1812,2689,1954.0,2016.0,63,0.0
10329,Primates,1610-7365,0032-8332,2687,1957.0,2016.0,59,1.0
11595,Journal of Wuhan University of Technology-Mater. Sci. Ed.,1993-0437,1000-2413,2677,2002.0,2016.0,15,0.0
12031,Journal of Molecular Neuroscience,1559-1166,0895-8696,2676,1989.0,2016.0,28,0.0
11540,Potato Research,1871-4528,0014-3065,2666,1958.0,2015.0,58,0.0
13313,Australasian Plant Pathology,1448-6032,0815-3191,2659,1972.0,2016.0,45,0.0
10637,Investigational New Drugs,1573-0646,0167-6997,2658,1983.0,2016.0,34,0.0
460,"Zeitschrift für Physik D Atoms, Molecules and Clusters",1431-5866,0178-7683,2652,1986.0,1997.0,12,0.0
10557,Cardiovascular Drugs and Therapy,1573-7241,0920-3206,2652,1987.0,2015.0,29,0.0
12496,Tandartspraktijk,1875-6808,0167-1685,2652,2005.0,2016.0,12,0.0
10357,Natur und Recht,1439-0515,0172-1631,2649,2004.0,2016.0,13,0.0
11224,Structural Chemistry,1572-9001,1040-0400,2647,1990.0,2016.0,27,0.0
10519,Behavior Genetics,1573-3297,0001-8244,2645,1970.0,2016.0,46,1.0
12013,Cell Biochemistry and Biophysics,1559-0283,1085-9195,2643,1979.0,2015.0,36,1.0
10943,Journal of Religion and Health,1573-6571,0022-4197,2637,1961.0,2016.0,56,0.0
12461,Medisch-Farmaceutische Mededelingen,1876-5971,0168-7670,2637,1997.0,2009.0,13,0.0
13524,Demography,1533-7790,0070-3370,2635,1964.0,2016.0,53,0.0
10236,Deutsche Hydrografische Zeitschrift,1616-7228,0012-0308,2627,1948.0,2016.0,68,1.0
190,Journal of Geodesy,1432-1394,0949-7714,2619,1976.0,2016.0,41,0.0
40262,Clinical Pharmacokinetics,1179-1926,0312-5963,2615,1976.0,2016.0,41,0.0
10910,Journal of Mathematical Chemistry,1572-8897,0259-9791,2613,1987.0,2016.0,30,0.0
10643,Day Care and Early Education,1573-1707,0092-4199,2610,1973.0,2016.0,44,0.0
44,Medicinal Chemistry Research,1554-8120,1054-2523,2606,2004.0,2016.0,13,0.0
10895,Journal of Fluorescence,1573-4994,1053-0509,2605,1991.0,2016.0,26,0.0
10719,Glycoconjugate Journal,1573-4986,0282-0080,2602,1984.0,2016.0,33,0.0
11446,Doklady Physics,1562-6903,1028-3358,2596,2000.0,2016.0,17,0.0
10670,Erkenntnis,1572-8420,0165-0106,2595,1930.0,2016.0,50,37.0
158,Structural and Multidisciplinary Optimization,1615-1488,1615-147X,2594,1989.0,2016.0,28,0.0
435,Zeitschrift für Morphologie und Ökologie der Tiere,1432-234X,0720-213X,2589,1924.0,2016.0,85,8.0
40267,Drugs & Therapy Perspectives,1179-1977,1172-0360,2589,1993.0,2016.0,24,0.0
10064,Bulletin of the International Association of Engineering Geology - Bulletin de l'Association Internationale de Géologie de l'Ingénieur,1435-9537,0074-1612,2579,1970.0,2016.0,47,0.0
20,Integral Equations and Operator Theory,1420-8989,0378-620X,2559,1978.0,2016.0,39,0.0
66,Strahlentherapie und Onkologie,1439-099X,0179-7158,2558,1997.0,2016.0,20,0.0
10533,Biogeochemistry,1573-515X,0168-2563,2551,1984.0,2016.0,33,0.0
10753,Inflammation,1573-2576,0360-3997,2549,1975.0,2016.0,41,1.0
10802,Journal of Abnormal Child Psychology,1573-2835,0091-0627,2549,1973.0,2016.0,44,0.0
508,Wiener klinische Wochenschrift,1613-7671,0043-5325,2548,2003.0,2016.0,14,0.0
10103,Lasers in Medical Science,1435-604X,0268-8921,2543,1986.0,2016.0,31,0.0
11623,Datenschutz und Datensicherheit - DuD,1862-2607,1614-0702,2536,2006.0,2015.0,10,0.0
40064,SpringerPlus,2193-1801,,2536,2012.0,2016.0,5,0.0
10530,Biological Invasions,1573-1464,1387-3547,2515,1999.0,2016.0,18,0.0
10457,Agroforestry Systems,1572-9680,0167-4366,2508,1982.0,2016.0,35,0.0
10792,International Ophthalmology,1573-2630,0165-5701,2507,1978.0,2016.0,35,4.0
285,Journal of Mathematical Biology,1432-1416,0303-6812,2505,1974.0,2016.0,43,0.0
11084,Origins of life and evolution of the biosphere,1573-0875,0169-6149,2504,1968.0,2016.0,49,0.0
11734,The European Physical Journal Special Topics,1951-6401,1951-6355,2499,2007.0,2015.0,9,0.0
11582,Journal of Zhejiang University SCIENCE A,1862-1775,1009-3095,2497,2000.0,2016.0,17,0.0
10695,Fish Physiology and Biochemistry,1573-5168,0920-1742,2494,1986.0,2016.0,31,0.0
13638,EURASIP Journal on Wireless Communications and Networking,1687-1499,,2494,2004.0,2016.0,13,0.0
11544,Il Nuovo Cimento D,1826-9893,0392-6737,2493,1982.0,1998.0,17,0.0
10493,Experimental & Applied Acarology,1572-9702,0168-8162,2488,1985.0,2016.0,32,0.0
283,The Mathematical Intelligencer,1866-7414,0343-6993,2487,1977.0,2015.0,39,0.0
12,algebra universalis,1420-8911,0002-5240,2482,1971.0,2016.0,46,0.0
12302,Umweltwissenschaften und Schadstoff-Forschung,1865-5084,0934-3504,2482,1989.0,2016.0,28,0.0
12542,Paläontologische Zeitschrift,1236-9874,0031-0220,2481,1914.0,2015.0,90,12.0
10440,Acta Applicandae Mathematica,1572-9036,0167-8019,2466,1983.0,2016.0,34,0.0
723,Applied Magnetic Resonance,1613-7507,0937-9347,2465,1990.0,2016.0,27,0.0
