First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Institute of Geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: federica@tomo.ig.erdw.ethz.ch E-mail: federica@tomo.ig.erdw.ethz.ch",Federica Marone,ethz,10.1046/j.1365-246X.2003.01973.x,https://doi.org/10.1046/j.1365-246X.2003.01973.x,./GJI/gji154-2/abstracts/154-2-499.xml,"Joint inversion of local, regional and teleseismic data for crustal thickness in the Eurasia–Africa plate boundary region",,Federica Marone;Mark van der Meijde;Suzan van der Lee;Domenico Giardini,2003,Geophysical Journal International,"Institute of Geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: federica@tomo.ig.erdw.ethz.ch E-mail: federica@tomo.ig.erdw.ethz.ch;Institute of Geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: federica@tomo.ig.erdw.ethz.ch E-mail: federica@tomo.ig.erdw.ethz.ch;Institute of Geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: federica@tomo.ig.erdw.ethz.ch E-mail: federica@tomo.ig.erdw.ethz.ch;Institute of Geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: federica@tomo.ig.erdw.ethz.ch E-mail: federica@tomo.ig.erdw.ethz.ch",Blackwell Publishing Ltd,,154,2,499,514,0956-540X,1365-246X,copyright,© 2003 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101046j1365246X200301973x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301973x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301973x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301973x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"ETH Zurich, Institute of Geophysics, Sonneggstrasse 5, 8092 Zürich, Switzerland. E-mail: droten@sciences.sdsu.edu E-mail: droten@sciences.sdsu.edu",D. Roten,ethz,10.1111/j.1365-246X.2009.04246.x,https://doi.org/10.1111/j.1365-246X.2009.04246.x,./GJI/gji178-3/abstracts/178-3-1597.xml,Estimation of non-linear site response in a deep Alpine valley,,D. Roten;D. Fäh;L. F. Bonilla;S. Alvarez-Rubio;T. M. Weber;J. Laue,2009,Geophysical Journal International,"ETH Zurich, Institute of Geophysics, Sonneggstrasse 5, 8092 Zürich, Switzerland. E-mail: droten@sciences.sdsu.edu E-mail: droten@sciences.sdsu.edu;ETH Zurich, Institute of Geophysics, Sonneggstrasse 5, 8092 Zürich, Switzerland. E-mail: droten@sciences.sdsu.edu E-mail: droten@sciences.sdsu.edu;Institut de Radioprotection et de Sûreté Nucléaire, BP17, Fontenay-aux-Roses, Cedex, France;ETH Zurich, Institute of Geophysics, Sonneggstrasse 5, 8092 Zürich, Switzerland. E-mail: droten@sciences.sdsu.edu E-mail: droten@sciences.sdsu.edu UPM, EUITI, Dpto Matem'tica Aplicada, 28012 Madrid, Spain;ETH Zurich, Institute for Geotechnical Engineeering, 8093 Zürich, Switzerland;ETH Zurich, Institute for Geotechnical Engineeering, 8093 Zürich, Switzerland",Blackwell Publishing Ltd,,178,3,1597,1613,0956-540X,1365-246X,copyright,© 2009 The Author Journal compilation © 2009 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X200904246x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904246x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904246x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200904246x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Seismological Service, Institute of Geophysics, ETH Zentrum, CH-8092 Zürich, Switzerland",D. Fäh,ethz,10.1093/gji/ggs036,https://doi.org/10.1093/gji/ggs036,./GJI/gji192-1/abstracts/ggs036.xml,Classifying seismic waveforms from scratch: a case study in the alpine environment,,C. Hammer;M. Ohrnberger;D. Fäh,2013,Geophysical Journal International,"Institute of Earth and Environmental Science, University of Potsdam, Karl-Liebknecht-Str. 24-25, D-14476 Potsdam, Germany. E-mail: hammer@geo.uni-potsdam.de E-mail: hammer@geo.uni-potsdam.de;Institute of Earth and Environmental Science, University of Potsdam, Karl-Liebknecht-Str. 24-25, D-14476 Potsdam, Germany. E-mail: hammer@geo.uni-potsdam.de E-mail: hammer@geo.uni-potsdam.de;Swiss Seismological Service, Institute of Geophysics, ETH Zentrum, CH-8092 Zürich, Switzerland",Oxford University Press,,192,1,425,439,0956-540X,1365-246X,copyright,© The Authors 2012. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggs036,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggs036&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggs036&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggs036&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"UMR 7193 UPMC-CNRS, Laboratoire ISTeP, Université Pierre et Marie Curie, Paris, France. E-mail: lapo.boschi@upmc.fr E-mail: lapo.boschi@upmc.fr ETH Zurich, Main building, Rämistrasse 101, 8092 Zurich, Switzerland",Lapo Boschi,ethz,10.1093/gji/ggs023,https://doi.org/10.1093/gji/ggs023,./GJI/gji192-1/abstracts/ggs023.xml,On measuring surface wave phase velocity from station–station cross-correlation of ambient signal,,Lapo Boschi;Cornelis Weemstra;Julie Verbeke;Göran Ekström;Andrea Zunino;Domenico Giardini,2013,Geophysical Journal International,"UMR 7193 UPMC-CNRS, Laboratoire ISTeP, Université Pierre et Marie Curie, Paris, France. E-mail: lapo.boschi@upmc.fr E-mail: lapo.boschi@upmc.fr ETH Zurich, Main building, Rämistrasse 101, 8092 Zurich, Switzerland;Institute of Geophysics, ETH Zurich, Zurich, Switzerland Spectraseis, Inc., Denver, Colorado, USA;Lamont-Doherty Earth Observatory, Columbia University, New York, NY, USA;Lamont-Doherty Earth Observatory, Columbia University, New York, NY, USA;Department of Informatics and Mathematical Modeling, Technical University of Denmark, Lyngby, Denmark;Institute of Geophysics, ETH Zurich, Zurich, Switzerland",Oxford University Press,,192,1,346,358,0956-540X,1365-246X,copyright,© The Authors 2012. Published by Oxford University Press on behalf of The Royal Astronomical Society.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093gjiggs023,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggs023&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggs023&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093gjiggs023&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"ETH Zürich faculty of geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: mark@tomo.ig.erdw.ethz.ch E-mail: mark@tomo.ig.erdw.ethz.ch",Mark van der Meijde,ethz,10.1046/j.1365-246X.2003.01871.x,https://doi.org/10.1046/j.1365-246X.2003.01871.x,./GJI/gji152-3/abstracts/152-3-729.xml,Crustal structure beneath broad-band seismic stations in the Mediterranean region,,Mark van der Meijde;Suzan van der Lee;Domenico Giardini,2003,Geophysical Journal International,"ETH Zürich faculty of geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: mark@tomo.ig.erdw.ethz.ch E-mail: mark@tomo.ig.erdw.ethz.ch;ETH Zürich faculty of geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: mark@tomo.ig.erdw.ethz.ch E-mail: mark@tomo.ig.erdw.ethz.ch;ETH Zürich faculty of geophysics, ETH Hönggerberg (HPP), CH-8093 Zürich, Switzerland. E-mail: mark@tomo.ig.erdw.ethz.ch E-mail: mark@tomo.ig.erdw.ethz.ch",Blackwell Publishing Ltd,,152,3,729,739,0956-540X,1365-246X,copyright,© 2003 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101046j1365246X200301871x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301871x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301871x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101046j1365246X200301871x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Geological Institute, Department of Earth Sciences, ETH Zurich, Switzerland. E-mail: marcel.frehner@erdw.ethz.ch E-mail: marcel.frehner@erdw.ethz.ch",Marcel Frehner,ethz,10.1111/j.1365-246X.2008.04001.x,https://doi.org/10.1111/j.1365-246X.2008.04001.x,./GJI/gji176-2/abstracts/176-2-589.xml,Spectral modification of seismic waves propagating through solids exhibiting a resonance frequency: a 1-D coupled wave propagation–oscillation model,,Marcel Frehner;Stefan M. Schmalholz;Yuri Podladchikov,2009,Geophysical Journal International,"Geological Institute, Department of Earth Sciences, ETH Zurich, Switzerland. E-mail: marcel.frehner@erdw.ethz.ch E-mail: marcel.frehner@erdw.ethz.ch;Geological Institute, Department of Earth Sciences, ETH Zurich, Switzerland. E-mail: marcel.frehner@erdw.ethz.ch E-mail: marcel.frehner@erdw.ethz.ch;Physics of Geological Processes (PGP), University of Oslo, Norway",Blackwell Publishing Ltd,,176,2,589,600,0956-540X,1365-246X,copyright,© 2008 The Authors Journal compilation © 2008 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X200804001x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200804001x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200804001x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200804001x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Geological Institute, ETH Zurich, 8092 Zurich, Switzerland. E-mail: sarah.lechmann@erdw.ethz.ch",S. M. Lechmann,ethz,10.1111/j.1365-246X.2011.05164.x,https://doi.org/10.1111/j.1365-246X.2011.05164.x,./GJI/gji187-1/abstracts/187-1-10.xml,Comparing thin-sheet models with 3-D multilayer models for continental collision,,S. M. Lechmann;D. A. May;B. J. P. Kaus;S. M. Schmalholz,2011,Geophysical Journal International,"Geological Institute, ETH Zurich, 8092 Zurich, Switzerland. E-mail: sarah.lechmann@erdw.ethz.ch;Institute of Geophysics, ETH Zurich, 8092 Zurich, Switzerland;Institute of Geophysics, ETH Zurich, 8092 Zurich, Switzerland Department of Earth Sciences, University of Southern California, Los Angeles, USA;Institute of Geology and Palaeontology, University of Lausanne, 1015 Lausanne, Switzerland",Blackwell Publishing Ltd,,187,1,10,33,0956-540X,1365-246X,copyright,© The Authors Geophysical Journal International © 2011 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X201105164x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201105164x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201105164x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201105164x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, Department of Earth Sciences, ETH Zürich, Zürich, Switzerland. E-mail: dave.mayhem23@gmail.com",Dave A. May,ethz,10.1111/j.1365-246X.2011.05167.x,https://doi.org/10.1111/j.1365-246X.2011.05167.x,./GJI/gji187-1/abstracts/187-1-161.xml,"Optimal, scalable forward models for computing gravity anomalies",,Dave A. May;Matthew G. Knepley,2011,Geophysical Journal International,"Institute of Geophysics, Department of Earth Sciences, ETH Zürich, Zürich, Switzerland. E-mail: dave.mayhem23@gmail.com;Computation Institute, University of Chicago, Illinois, USA",Blackwell Publishing Ltd,,187,1,161,177,0956-540X,1365-246X,copyright,© The Authors Geophysical Journal International © 2011 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X201105167x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201105167x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201105167x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X201105167x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Geophysics, ETH Zurich, Zurich, Switzerland",G. Hillers,ethz,10.1111/j.1365-246X.2006.03275.x,https://doi.org/10.1111/j.1365-246X.2006.03275.x,./GJI/gji169-2/abstracts/169-2-515.xml,Statistical properties of seismicity of fault zones at different evolutionary stages,,G. Hillers;P. M. Mai;Y. Ben-Zion;J.-P. Ampuero,2007,Geophysical Journal International,"Institute of Geophysics, ETH Zurich, Zurich, Switzerland;Institute of Geophysics, ETH Zurich, Zurich, Switzerland;Department of Earth Sciences, University of Southern California, Los Angeles, USA;Institute of Geophysics, ETH Zurich, Zurich, Switzerland",Blackwell Publishing Ltd,,169,2,515,533,0956-540X,1365-246X,copyright,The Authors 507 Journal compilation © 2007 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X200603275x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200603275x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200603275x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200603275x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Schweizerischer Erdbebendienst, SED, ETH Hönggerberg, CH-8093 Zurich, Switzerland. E-mail: havenith@sed.ethz.ch E-mail: havenith@sed.ethz.ch",Hans-Balder Havenith,ethz,10.1111/j.1365-246X.2007.03422.x,https://doi.org/10.1111/j.1365-246X.2007.03422.x,./GJI/gji170-1/abstracts/170-1-346.xml,"S-wave velocity measurements applied to the seismic microzonation of Basel, Upper Rhine Graben",,Hans-Balder Havenith;Donat Fäh;Ulrich Polom;Agathe Roullé,2007,Geophysical Journal International,"Schweizerischer Erdbebendienst, SED, ETH Hönggerberg, CH-8093 Zurich, Switzerland. E-mail: havenith@sed.ethz.ch E-mail: havenith@sed.ethz.ch;Schweizerischer Erdbebendienst, SED, ETH Hönggerberg, CH-8093 Zurich, Switzerland. E-mail: havenith@sed.ethz.ch E-mail: havenith@sed.ethz.ch;Institut für Geowissenschaftliche Gemeinschaftsaufgaben, GGA, Stillenweg 2, D-30655 Hannover, Germany;Bureau de Recherches Géologiques et Minières, BRGM - ARN/RIS, 3 avenue Claude Guillemin, 45060 Orléans cedex 2, France",Blackwell Publishing Ltd,,170,1,346,358,0956-540X,1365-246X,copyright,© 2007 The Author Journal compilation © 2007 RAS,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j1365246X200703422x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200703422x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200703422x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j1365246X200703422x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
