First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Departments of Radiology, University Hospital Basel",S. Potthast,unibas,10.1093/annonc/mdq242,https://doi.org/10.1093/annonc/mdq242,./ANNONC/annonc21-12/abstracts/mdq242.xml,"Combining gemcitabine, oxaliplatin and capecitabine (GEMOXEL) for patients with advanced pancreatic carcinoma (APC): a phase I/II trial",,,2010,Annals of Oncology,,Oxford University Press,,21,12,2390,2395,0923-7534,1569-8041,copyright,"© The Author 2010. Published by Oxford University Press on behalf of the European Society for Medical Oncology. All rights reserved. For permissions, please email: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093annoncmdq242,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdq242&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdq242&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093annoncmdq242&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Social and Preventive Medicine, Finkenhubelweg 11, University of Bern, CH-3012 Bern, Switzerland. Swiss Tropical Institute, Socinstrasse 57, University of Basel, CH-4002 Basel, Switzerland.",Lukas Fenner,unibas,10.1093/ije/dyn264,https://doi.org/10.1093/ije/dyn264,./IJE/ije37-6/abstracts/dyn264.xml,"Preventing HIV in resource-limited settings: evidence for action, from cross-sectional surveys",,,2008,International Journal of Epidemiology,,Oxford University Press,,37,6,1201,1203,0300-5771,1464-3685,copyright,Published by Oxford University Press on behalf of the International Epidemiological Association © The Author 2008; all rights reserved.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ijedyn264,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijedyn264&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijedyn264&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ijedyn264&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Institute of Plant Biology, Molecular Plant Physiology, University of Zürich, Zollikerstrasse 107, CH-8008 Zürich, Switzerland Division of Molecular and Systems Toxicology, Department of Pharmaceutical Sciences, University of Basel, Klingelbergstrasse 50, CH-4056 Basel, Switzerland",Aurélie Egert,unibas,10.1093/pcp/pcs036,https://doi.org/10.1093/pcp/pcs036,./pcp.tar.gz/pcp/abstracts/pcs036.xml,"An Arabidopsis T-DNA Insertion Mutant for Galactokinase (AtGALK, At3g06580) Hyperaccumulates Free Galactose and is Insensitive to Exogenous Galactose",,,2012,Plant and Cell Physiology,,Oxford University Press,,53,5,921,929,0032-0781,1471-9053,copyright,"© The Author 2012. Published by Oxford University Press on behalf of Japanese Society of Plant Physiologists. All rights reserved. For permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093pcppcs036,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093pcppcs036&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093pcppcs036&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093pcppcs036&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Pathology, University Hospital Basel, Basel, Switzerland E-mail: hhopfer@uhbs.ch",Helmut Hopfer,unibas,10.1093/ndt/gfq831,https://doi.org/10.1093/ndt/gfq831,./ndt.tar.gz/ndt/abstracts/gfq831.xml,"Renal amyloidosis revisited: amyloid distribution, dynamics and biochemical type",,,2011,Nephrology Dialysis Transplantation,,Oxford University Press,,26,9,2877,2884,0931-0509,1460-2385,copyright,"© The Author 2011. Published by Oxford University Press on behalf of ERA-EDTA. All rights reserved. For Permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ndtgfq831,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfq831&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfq831&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfq831&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medicine, University Hospital, Basel, Switzerland.",M J Dickenmann,unibas,10.1093/ndt/13.10.2687,https://doi.org/10.1093/ndt/13.10.2687,./ndt.tar.gz/ndt/abstracts/9794592.xml,Hypernatraemia and polyuria in a patient with acute myeloid leukaemia and allogeneic bone marrow transplant.,,,1998,"Nephrology, dialysis, transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association",,,,13,10,2687,2689,0931-0509,,,,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ndt13102687,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndt13102687&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndt13102687&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndt13102687&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"HEDM, Health Economics and Disease Management, Meise, and Ghent University, Ghent, Belgium, CORE – Center for Outcomes Research, Basel, Switzerland,",Lieven Annemans,unibas,10.1093/ndt/gfg232,https://doi.org/10.1093/ndt/gfg232,./ndt.tar.gz/ndt/abstracts/gfg232.xml,"An economic evaluation of irbesartan in the treatment of patients with type 2 diabetes, hypertension and nephropathy: cost-effectiveness of Irbesartan in Diabetic Nephropathy Trial (IDNT) in the Belgian and French settings",,,2003,Nephrology Dialysis Transplantation,,Oxford University Press,,18,10,2059,2066,0931-0509,1460-2385,copyright,European Renal Association–European Dialysis and Transplant Association,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ndtgfg232,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfg232&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfg232&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfg232&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Operative Critical Care, Department of Anesthesia, University Hospital Basel, Basel, Switzerland Division of Transplantation Immunology and Nephrology and",Hans Pargger,unibas,10.1093/ndt/gfl284,https://doi.org/10.1093/ndt/gfl284,./ndt.tar.gz/ndt/abstracts/gfl284.xml,Extensive calcifications induced by hyperphosphataemia caused by phosphate-based enema in a patient after kidney transplantation,,,2006,Nephrology Dialysis Transplantation,,Oxford University Press,,21,7,2013,2016,0931-0509,1460-2385,copyright,"© The Author [2006]. Published by Oxford University Press on behalf of ERA-EDTA. All rights reserved. For Permissions, please email: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ndtgfl284,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfl284&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfl284&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfl284&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"M. E. Müller‐Institute for Microscopy at the Biozentrum, University of Basel, CH‐4056 Basel, Switzerland",A. Engel,unibas,10.1093/ndt/15.suppl_6.23,https://doi.org/10.1093/ndt/15.suppl_6.23,./NDT/ndt15-suppl_6/abstracts/150023.xml,Structural analyses of the aquaporin super‐family,,,2000,Nephrology Dialysis Transplantation,,Oxford University Press,,15,,23,25,0931-0509,1460-2385,copyright,© European Renal Association-European Dialysis and Transplant Association,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ndt15suppl_623,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndt15suppl_623&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndt15suppl_623&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndt15suppl_623&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Medical Department, Novartis, Basel, Switzerland National Hospital, Oslo, Norway,",John O. Logan,unibas,10.1093/ndt/gfh735,https://doi.org/10.1093/ndt/gfh735,./ndt.tar.gz/ndt/abstracts/gfh735.xml,Beneficial effect of early initiation of lipid-lowering therapy following renal transplantation,,,2005,Nephrology Dialysis Transplantation,,Oxford University Press,,20,5,974,980,0931-0509,1460-2385,copyright,"© The Author [2005]. Published by Oxford University Press on behalf of ERA-EDTA. All rights reserved. For Permissions, please email: journals.permissions@oupjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093ndtgfh735,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfh735&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfh735&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093ndtgfh735&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Basel Institute for Immunology, Grenzacherstrasse 487, 4005 Basel, Switzerland, St Louis, MO 63110, USA",Antonius Rolink,unibas,10.1093/intimm/7.12.1915,https://doi.org/10.1093/intimm/7.12.1915,./intimm.tar.gz/intimm/abstracts/7-12-1915.xml,Induction of sterile transcription from the kL chain gene locus in V(D)J recombinasedeficient progenitor B cells,,,1995,International Immunology,,Oxford University Press,,7,12,1915,1925,0953-8178,1460-2377,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093intimm7121915,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm7121915&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm7121915&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm7121915&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Basel Institute of Immunology 4002 Basel, Switzerland",Urs Mueller,unibas,10.1093/intimm/5.1.11,https://doi.org/10.1093/intimm/5.1.11,./intimm.tar.gz/intimm/abstracts/5-1-11.xml,Functional expression of a human TCRβ gene in transgenic mice,,,1993,International Immunology,,Oxford University Press,,5,1,11,17,0953-8178,1460-2377,copyright,© 1993 Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093intimm5111,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm5111&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm5111&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm5111&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Basel Institute for Immunology, Grenzacherstrasse 487, 4058 Basel, Switzerland Correspondence to A. Tunnacliffe, as above",Alan Tunnacliffe,unibas,10.1093/intimm/1.5.546,https://doi.org/10.1093/intimm/1.5.546,./intimm.tar.gz/intimm/abstracts/1-5-546.xml,The majority of human CD3 epitopes are conferred by the epsilon chain,,,1989,International Immunology,,Oxford University Press,,1,5,546,550,0953-8178,1460-2377,copyright,© 1989 Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093intimm15546,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm15546&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm15546&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm15546&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Basel Institute for Immunology, 487 Grenzacherstrasse, Postfach, CH-4005 Basel, Switzerland Correspondence to: P. Griebel",Philip Griebel,unibas,10.1093/intimm/7.3.369,https://doi.org/10.1093/intimm/7.3.369,./intimm.tar.gz/intimm/abstracts/7-3-369.xml,CD40 signalling in ileal Peyer's patch B cells: implications for T cell-dependent antigen selection,,,1995,International Immunology,,Oxford University Press,,7,3,369,379,0953-8178,1460-2377,copyright,© 1995 Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093intimm73369,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm73369&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm73369&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093intimm73369&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
