First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Department of Political Science, University of St. Gallen, St. Gallen CH-9000, Switzerland",Patrick Emmenegger,unisg,10.1093/ser/mwv003,https://doi.org/10.1093/ser/mwv003,./soceco/soceco13/abstracts/mwv003.xml,"Labour market disadvantage, political orientations and voting: how adverse labour market experiences translate into electoral behaviour",,,2015,Socio-Economic Review,,Oxford University Press,2018-04-01,13,2,189,213,1475-1461,1475-147X,copyright,"© The Author 2015. Published by Oxford University Press and the Society for the Advancement of Socio-Economics. All rights reserved. For Permissions, please email: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093sermwv003,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093sermwv003&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093sermwv003&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093sermwv003&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universitat St Gallen,ALAN ROBINSON,unisg,10.1093/res/XLVII.187.432,https://doi.org/10.1093/res/XLVII.187.432,./revesj.tar.gz/revesj/abstracts/XLVII-187-432.xml,REVIEWS,,,1996,The Review of English Studies,,Oxford University Press,,XLVII,187,432,434,0034-6551,1471-6968,copyright,© Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093resXLVII187432,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLVII187432&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLVII187432&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093resXLVII187432&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen,H Hauser,unisg,10.1093/jleo/16.2.503,https://doi.org/10.1093/jleo/16.2.503,./JLEORG/jleorg16-2/abstracts/160503.xml,The WTO dispute settlement system: a first assessment from an economic perspective,,,2000,"Journal of Law, Economics, and Organization",,Oxford University Press,,16,2,503,533,8756-6222,1465-7341,copyright,Oxford University Press,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jleo162503,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jleo162503&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jleo162503&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jleo162503&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St. Gallen,Peter Moser,unisg,10.2307/2945846,https://doi.org/10.2307/2945846,./PSR/PSR90_04/S000305540020823Xh.xml,The European Parliament as a Conditional Agenda Setter: What Are the Conditions? A Critique of Tsebelis (1994),,,1996,American Political Science Review,,Cambridge University Press,,90,4,834,838,0003-0554,1537-5943,copyright,Copyright © American Political Science Association 1996,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge1023072945846,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge1023072945846&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge1023072945846&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge1023072945846&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of St Gallen andrew.walton@unisg.ch E-mail: andrew.walton@unisg.ch,ANDREW WALTON,unisg,10.1017/S0953820811000410,https://doi.org/10.1017/S0953820811000410,./UTI/UTI24_01/S0953820811000410h.xml,"Consequentialism, Indirect Effects and Fair Trade",,,2012,Utilitas,,Cambridge University Press,,24,1,126,138,0953-8208,1741-6183,copyright,Copyright © Cambridge University Press 2012,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0953820811000410,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0953820811000410&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0953820811000410&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0953820811000410&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"“Brenno Galli” Chair of Law and Economics, Institute of Law (IDUSI) and Institute of Economics (IDEP), Università della Svizzera italiana, Lugano, Ticino, Switzerland E-mail: vatierom@usi.ch",MASSIMILIANO VATIERO,unisg,10.1017/S1744137414000198,https://doi.org/10.1017/S1744137414000198,./JOI/JOI11_02/S1744137414000198h.xml,Costly institutions as substitutes: novelty and limits of the Coasian approach,,,2015,Journal of Institutional Economics,,Cambridge University Press,2020-06-01,11,2,265,281,1744-1374,1744-1382,copyright,Copyright © Millennium Economics Ltd 2014 ,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1744137414000198,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1744137414000198&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1744137414000198&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1744137414000198&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Political Science, University of St. Gallen, Rosenbergstrasse 51, CH-9000 St. Gallen, Switzerland",Oliver Strijbis,unisg,10.1093/pa/gsr069,https://doi.org/10.1093/pa/gsr069,./PARLIJ/parlij66-2/abstracts/gsr069.xml,Discrepant Electorates: The Inclusiveness of Electorates and Its Impact on the Representation of Citizens,,,2013,Parliamentary Affairs,,Oxford University Press,,66,2,384,404,0031-2290,1460-2482,copyright,"© The Author [2012]. Published by Oxford University Press on behalf of the Hansard Society; all rights reserved. For permissions, please e-mail: journals.permissions@oup.com",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093pagsr069,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093pagsr069&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093pagsr069&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093pagsr069&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Economics and University of St. Gallen, Switzerland E-mail: christian.jaag@swiss-economics.ch",Christian Jaag,unisg,10.1515/rle-2012-0007,https://doi.org/10.1515/rle-2012-0007,./j/rle.2013.9.issue-1/rle-2012-0007/rle-2012-0007.xml,Price Regulation and the Financing of Universal Services in Network Industries,,,2013,Review of Law & Economics,,De Gruyter,,9,1,125,150,2194-6000,1555-5879,copyright,©2013 by Walter de Gruyter Berlin / Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515rle20120007,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515rle20120007&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515rle20120007&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515rle20120007&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of St Gallen, Institute for the Study of Labor, German Institute for Economic Research, and CEPR",Uwe Sunde,unisg,10.1093/restud/rdr027,https://doi.org/10.1093/restud/rdr027,./RESTUD/restud79-2/abstracts/rdr027.xml,The Intergenerational Transmission of Risk and Trust Attitudes,,,2012,The Review of Economic Studies,,Oxford University Press,,79,2,645,677,0034-6527,1467-937X,copyright,© The Author 2011. Published by Oxford University Press on behalf of The Review of Economic Studies Limited.,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093restudrdr027,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093restudrdr027&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093restudrdr027&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093restudrdr027&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität St. Gallen, Schweizerisches Institut für Aussenwirtschaft, und Angewandte Wirtschaftsforschung, Leopoldina und CESifo E-mail: Gebhard.Kirchgaessner@unisg.ch",Gebhard Kirchgässner,unisg,10.1111/pers.12001,https://doi.org/10.1111/pers.12001,./j/pwp.2013.14.issue-1-2/pers.12001/pers.12001.xml,Zur Rolle der Ökonometrie in der wissenschaftlichen Politikberatung,,,2013,Perspektiven der Wirtschaftspolitik,,De Gruyter,,14,1-2,3,30,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter Berlin/Boston,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111pers12001,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111pers12001&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111pers12001&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111pers12001&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Privatdozent and Lecturer at the University of Basel, Switzerland; Attorney at Law; Deputy General Counsel of St Galler Kantonalbank AG E-mail: peter.loser@unibas.ch",Peter Loser,unisg,10.1515/jetl-2013-0012,https://doi.org/10.1515/jetl-2013-0012,./j/jetl-2013-4-issue-2/jetl-2013-0012/jetl-2013-0012.xml,Financial Crisis – The Liability of Banking Institutions,,,2013,Journal of European Tort Law,,De Gruyter,,4,2,128,162,1868-9612,1868-9620,copyright,"© 2013 Walter de Gruyter GmbH, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515jetl20130012,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jetl20130012&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jetl20130012&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515jetl20130012&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Davis Crown Gall Group, University of California, One Shields Avenue, Davis, CA 95616, USA",Erh-Min Lai,unisg,10.1111/j.1574-6968.2002.tb11168.x,https://doi.org/10.1111/j.1574-6968.2002.tb11168.x,./FEMSLE/femsle210-1/abstracts/210-1-111.xml,The Agrobacterium tumefaciens T pilus composed of cyclic T pilin is highly resilient to extreme environments,,,2002,FEMS Microbiology Letters,,Blackwell Publishing Ltd,,210,1,111,114,0378-1097,1574-6968,copyright,© 2002 Federation of European Microbiological Societies,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101111j157469682002tb11168x,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469682002tb11168x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469682002tb11168x&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101111j157469682002tb11168x&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University Hospital, Department of Gynaecology Zürich Correspondence to: Dr J. Obwegeser, Cantonal Hospital, Department of Gynaecology, CH-9007 St. Gallen, Switzerland",J. Obwegeser,unisg,10.1093/jac/24.suppl_B.165,https://doi.org/10.1093/jac/24.suppl_B.165,./jac.tar.gz/jac/abstracts/24-suppl_B-165.xml,Clinical efficacy of amoxycillin/clavulanate in laparoscopically confirmed salpingitis,,,1989,Journal of Antimicrobial Chemotherapy,,Oxford University Press,,24,,165,176,0305-7453,1460-2091,copyright,© 1989 The British Society for Antimicrobial Chemotherapy,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093jac24suppl_B165,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jac24suppl_B165&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jac24suppl_B165&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093jac24suppl_B165&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
